player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Sebastian Rancik,Colorado,B12,29,67.2,110.4,22.3,48.0,56.28,4.8,18.3,12.3,15.8,111,129,0.86,64,137,0.467,39,118,0.331,2.0,1.9,50.6,So,6-11,7,2.56688,118.85,3.1,2026,127264,"Bratislava, Slovakia",76.4,1.14001508,39.0,70.0,25.0,67.0,0.5571,0.3731,3.0,4.0,0.75,,110.202,104.189,2.90264,150.999,3.26797,1.90506,1.36291,2.99455,28.0586,2.12356,0.870988,1.1379,4.4138,5.5517,1.9655,0.931,0.5172,12.2759,Stretch 4,8.3257,2026
Andy Sigiscar,Tarleton St.,WAC,22,32.7,112.7,18.9,63.6,62.88,5.8,16.1,3.9,16.5,23,41,0.561,63,99,0.636,0,0,0.0,8.5,2.1,41.4,Fr,6-9,97,1.07707,112.395,4.3,2026,127265,"Orleans, France",,0.28574967,48.0,70.0,15.0,29.0,0.6857,0.5172,16.0,18.0,0.8889,,104.332,105.92,1.51579,68.4694,1.85677,-1.51042,3.36719,3.2563,15.35,1.08391,2.17239,0.8846,2.0385,2.9231,0.2308,0.6154,1.1154,7.1538,C,0.0,2026
Roy Marom,Tarleton St.,WAC,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,5-8,14,-0.204893,-6.15331,0.0,2026,127266,"Frisco, TX",,0.40000001,,,,,,,,,,,119.001,113.386,0.0434571,0.0985629,-4.96757,-3.36309,-1.60449,-9.22725,1.84,-4.89847,-4.32878,0.0,0.0,0.0,0.2,0.0,0.0,0.0,PF/C,0.0,2026
Chris Mpaka,Tarleton St.,WAC,21,35.7,101.4,26.0,53.1,56.04,17.6,19.8,2.4,21.9,37,55,0.673,69,130,0.531,0,0,0.0,7.1,1.7,42.3,Sr,6-6,23,1.0432,109.322,6.1,2026,127267,"Kinshasa, Congo, the Democratic Republic of the",,0.09522811,52.0,95.0,17.0,35.0,0.5474,0.4857,16.0,21.0,0.7619,,104.3,105.664,1.74819,74.8573,-2.6916,-2.96259,0.270987,-2.95259,17.5182,-1.66764,-1.28495,2.5909,2.6818,5.2727,0.1818,0.5455,0.9545,8.0909,PF/C,0.0,2026
Ja'Borri McGhee,Mississippi St.,SEC,30,55.3,100.0,20.0,49.8,52.23,1.3,9.0,16.1,19.5,38,56,0.679,55,126,0.437,32,81,0.395,0.2,1.4,27.1,Sr,6-2,2,0.927965,104.359,3.2,2026,127268,"Mccomb, MS",,1.29782342,33.0,61.0,22.0,65.0,0.541,0.3385,2.0,4.0,0.5,,116.724,108.984,1.93826,96.4789,-1.19107,-0.561271,-0.629799,-1.54092,22.3767,-1.457,-0.083915,0.2667,1.9333,2.2,2.0333,0.5667,0.0333,8.1333,Combo G,6.73047,2026
Brendan Terry,Southeast Missouri St.,OVC,28,65.3,108.6,23.5,57.1,58.1,7.5,18.8,17.4,18.5,62,104,0.596,119,210,0.567,9,22,0.409,3.8,1.4,44.8,Sr,6-7,15,1.59073,109.795,4.6,2026,127270,"Santa Monica, CA",,1.14281768,93.0,150.0,26.0,60.0,0.62,0.4333,8.0,11.0,0.7273,,102.57,107.858,2.39429,139.611,1.14668,-0.961557,2.10824,1.28235,25.1806,0.180005,1.10234,1.6129,3.8387,5.4516,2.0645,0.6774,0.871,11.3226,PF/C,1.70908,2026
Bryce Heard,Dayton,A10,29,46.3,106.8,18.0,49.0,55.3,3.8,11.5,8.6,14.4,56,72,0.778,37,81,0.457,22,62,0.355,0.7,1.5,50.3,So,6-6,10,0.877818,105.472,3.4,2026,127271,"Chicago, IL",78.4,0.95998144,23.0,48.0,14.0,33.0,0.4792,0.4242,6.0,6.0,1.0,,105.399,103.788,2.02428,87.5315,-1.5585,-1.03428,-0.524219,-1.43697,19.3931,-1.19814,-0.238832,0.5862,1.8966,2.4828,0.8276,0.4828,0.1034,6.7586,Wing G,6.42188,2026
Trey Parker,Seton Hall,BE,29,37.5,91.3,19.6,39.2,44.65,4.9,14.8,17.7,23.2,28,35,0.8,35,79,0.443,8,41,0.195,2.4,3.5,29.2,So,6-1,13,0.0766685,93.6842,4.3,2026,127272,"Fayetteville, NC",73.6,1.26475606,20.0,46.0,15.0,33.0,0.4348,0.4545,3.0,5.0,0.6,,96.2987,92.7314,2.23304,88.2857,0.809583,-2.69803,3.50761,1.10009,15.4966,-2.71811,3.8182,0.6552,1.9655,2.6207,1.4828,0.8966,0.2759,4.2069,Combo G,5.47787,2026
"Paul McNeil, Jr.",N.C. State,ACC,30,70.0,129.6,18.1,58.5,62.26,3.3,11.7,5.2,4.5,74,89,0.831,29,63,0.46,91,220,0.414,1.6,1.3,31.4,So,6-5,2,3.87084,132.08,2.3,2026,127274,"Rockingham, NC",89.0,2.08324996,23.0,37.0,6.0,26.0,0.6216,0.2308,4.0,4.0,1.0,,110.861,104.5,2.89268,131.515,5.3609,5.57014,-0.209235,6.08012,28.3633,5.97658,0.103542,0.8,2.9333,3.7333,0.8333,0.6667,0.3667,13.5,Wing G,14.8486,2026
NaVaughn Long,Portland,WCC,12,11.1,92.2,10.3,62.5,62.05,1.0,9.9,4.1,30.1,1,2,0.5,5,11,0.455,5,9,0.556,1.0,0.9,10.0,So,6-6,21,-0.278716,84.7554,3.7,2026,127275,"Livermore, CA",,0.85720003,4.0,5.0,1.0,6.0,0.8,0.1667,0.0,0.0,,,116.253,113.553,0.769153,18.7883,-4.63949,-3.99091,-0.648586,-4.74806,9.8357,-3.35081,-1.39725,0.0714,0.9286,1.0,0.4286,0.1429,0.0714,1.8571,Wing G,3.97517,2026
Jalen Dollar,Cal Baptist,WAC,9,2.6,211.7,9.8,100.0,100.72,0.0,7.3,6.7,0.0,2,2,1.0,0,1,0.0,4,5,0.8,0.0,1.9,33.3,So,5-10,2,1.07894,183.411,6.5,2026,127276,"Seattle, WA",,0.99990003,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,102.872,103.037,0.369557,4.88234,7.57071,6.62419,0.946521,9.03736,3.4111,4.66031,4.37705,0.0,0.2222,0.2222,0.1111,0.1111,0.0,1.5556,Scoring PG,9.76748,2026
Dillon Tingler,Drexel,CAA,26,20.7,107.6,19.1,54.1,61.46,6.7,16.2,5.8,23.3,23,24,0.958,18,36,0.5,10,25,0.4,0.4,2.5,39.3,So,6-7,23,0.422078,104.985,5.0,2026,127277,"Hurricane, WV",46.6,0.49992499,14.0,23.0,4.0,13.0,0.6087,0.3077,3.0,3.0,1.0,,101.78,104.089,1.00059,45.7585,-2.3049,-2.45865,0.153748,-0.643078,9.9444,-1.90366,1.26058,0.5926,1.3333,1.9259,0.3333,0.4815,0.037,3.6667,Wing F,6.17503,2026
Godslove Nwabude,Eastern Michigan,MAC,28,46.2,124.2,12.6,65.6,64.85,10.6,21.9,2.5,13.9,17,30,0.567,63,95,0.663,0,1,0.0,7.7,1.6,31.3,So,6-9,13,1.24305,110.992,6.6,2026,127278,"Anambra State, Nigeria",,0.50009064,55.0,74.0,8.0,21.0,0.7432,0.381,13.0,16.0,0.8125,,101.806,101.391,2.18089,119.453,2.24933,-1.55057,3.7999,0.346849,19.331,-2.13074,2.47758,1.931,3.6897,5.6207,0.2759,0.5517,1.5172,5.4138,C,0.108813,2026
Tallis Toure,Stanford,ACC,2,0.6,64.1,7.9,0.0,0.0,16.6,18.2,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,16.1,0.0,0.0,So,6-11,3,-0.447506,54.8775,0.0,2026,127284,"Roseville, CA",,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,103.513,107.798,0.316769,1.36697,-3.22146,-7.57652,4.35507,-0.589532,3.45,-0.682448,0.092916,0.5,0.5,1.0,0.0,0.0,0.5,0.0,C,0.0,2026
Angok Anyang,Alabama A&M,SWAC,21,14.6,98.6,11.5,50.0,50.42,9.9,10.5,4.9,22.9,4,8,0.5,10,18,0.556,0,2,0.0,2.2,0.8,40.0,Jr,6-9,13,-0.176948,85.4636,9.4,2026,127286,"Adelaide, Australia",,0.71408979,10.0,17.0,0.0,1.0,0.5882,0.0,2.0,2.0,1.0,,111.964,117.843,0.42748,23.4274,-5.08239,-3.37758,-1.70481,-8.11355,7.425,-6.70719,-1.40636,0.5833,0.75,1.3333,0.2083,0.0833,0.1667,1.0833,C,0.751779,2026
Jaylon Johnson,Radford,BSth,25,70.2,104.0,20.9,46.3,50.84,2.7,7.1,20.0,17.1,61,78,0.782,33,79,0.418,58,180,0.322,0.7,3.5,30.1,Sr,6-0,3,1.03897,101.742,2.0,2026,127287,"Houston, TX",,1.7069133,27.0,57.0,6.0,22.0,0.4737,0.2727,0.0,0.0,,,109.815,112.468,2.38732,144.215,-0.0131848,0.939379,-0.952564,-0.0525686,31.0071,0.013597,-0.0661656,0.75,2.0,2.75,3.5357,2.0357,0.1786,11.6429,Scoring PG,12.4183,2026
Kavien Jones,Tennessee St.,OVC,24,24.5,126.5,11.1,58.7,57.75,11.0,14.9,1.3,7.6,4,9,0.444,29,48,0.604,1,4,0.25,1.7,1.1,17.3,So,6-7,23,0.608582,108.147,6.0,2026,127288,"Franklin, TN",,0.59989201,24.0,38.0,5.0,10.0,0.6316,0.5,0.0,0.0,,,108.226,115.556,0.716379,42.188,-4.32849,-1.17812,-3.15037,-4.41334,10.8889,-2.14898,-2.26436,1.037,1.3333,2.3704,0.1111,0.2222,0.1481,2.7407,PF/C,0.847139,2026
JC Brooks,Tennessee St.,OVC,14,10.2,87.2,11.5,39.3,42.13,8.8,16.3,5.6,26.4,4,8,0.5,4,9,0.444,1,5,0.2,1.0,0.5,57.1,So,6-10,4,-0.47196,75.0574,7.2,2026,127291,"Alberton, Canada",,0.55553455,2.0,7.0,2.0,2.0,0.2857,1.0,0.0,0.0,,,109.126,114.202,0.550305,16.7277,-7.29419,-4.59701,-2.69718,-8.26562,8.2118,-6.60183,-1.66379,0.8235,1.2353,2.0588,0.2941,0.0588,0.1176,1.5882,PF/C,2.54349,2026
Brady Hardewig,West Georgia,ASun,28,42.4,108.1,10.5,53.7,54.74,1.1,7.6,7.5,17.5,4,4,1.0,4,11,0.364,31,83,0.373,0.6,1.3,4.3,So,6-2,1,-0.190692,89.1292,2.4,2026,127292,"Cincinnati, OH",,1.47044295,1.0,2.0,3.0,9.0,0.5,0.3333,0.0,0.0,,,118.788,119.29,0.912139,64.4892,-3.98838,-1.89659,-2.09179,-4.66988,17.61,-3.1897,-1.48018,0.1667,1.1667,1.3333,0.8333,0.4,0.1,3.9333,Combo G,9.51132,2026
Evan Stinson,Stanford,ACC,4,1.8,112.8,15.7,50.0,58.82,0.0,11.9,8.7,17.6,2,2,1.0,1,1,1.0,1,4,0.25,0.0,5.5,40.0,So,6-7,33,0.303465,108.759,5.7,2026,127293,"Cheney, WA",65.2,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,101.608,101.393,0.604437,4.51403,3.38762,1.2142,2.17342,2.8633,5.3,-1.6578,4.5211,0.0,0.5,0.5,0.25,0.5,0.0,1.75,Wing G,10.8657,2026
Donavin Young,Stanford,ACC,18,21.2,117.0,10.8,51.1,51.14,7.7,12.9,8.4,12.9,1,2,0.5,11,20,0.55,8,25,0.32,5.7,1.6,4.4,So,6-8,2,0.831091,109.231,4.1,2026,127295,"Pasco, WA",,2.00030008,7.0,9.0,4.0,11.0,0.7778,0.3636,1.0,1.0,1.0,,106.961,100.17,1.66916,43.5103,4.48418,0.724024,3.76016,1.71658,14.1111,-0.328143,2.04473,0.9444,1.4444,2.3889,0.6667,0.3889,0.7222,2.6111,PF/C,5.76601,2026
Peyton Seals,Princeton,Ivy,16,11.5,94.7,14.3,53.8,56.52,2.9,14.8,3.4,24.5,3,3,1.0,5,7,0.714,6,19,0.316,0.0,1.5,11.5,So,6-4,2,-0.142738,86.9478,4.5,2026,127297,"Wyckoff, NJ",,0.5,4.0,6.0,1.0,1.0,0.6667,1.0,0.0,0.0,,,111.68,111.612,0.608676,19.5472,-6.0973,-3.88864,-2.20866,-6.35202,8.1294,-4.79289,-1.55914,0.1765,1.0588,1.2353,0.2353,0.1765,0.0,2.1176,Stretch 4,9.44731,2026
CJ Happy,Princeton,Ivy,24,40.8,91.3,24.0,46.8,46.25,5.1,11.4,20.4,18.7,9,24,0.375,36,77,0.468,24,77,0.312,1.9,1.4,15.6,So,6-9,4,0.127219,94.2595,5.1,2026,127298,"Sterling, MA",,1.21874998,30.0,53.0,6.0,24.0,0.566,0.25,3.0,4.0,0.75,,112.021,112.812,1.36346,68.4319,-3.7187,-2.17949,-1.53921,-4.35317,18.38,-2.92252,-1.43065,0.8,1.76,2.56,1.56,0.52,0.32,6.8,Stretch 4,10.7915,2026
Zio Kim,Princeton,Ivy,7,0.5,113.0,22.2,0.0,105.26,0.0,20.9,30.0,47.6,2,2,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,6-4,5,0.0654312,114.63,0.0,2026,127299,"Basking Ridge, NJ",,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,113.33,109.008,0.0738502,0.852644,-5.77624,-3.30991,-2.46633,-2.98609,1.3,-0.733796,-2.2523,0.0,0.125,0.125,0.125,0.0,0.0,0.875,PF/C,0.0,2026
Malik Abdullahi,Princeton,Ivy,25,66.2,109.9,18.2,54.7,59.89,6.0,17.7,9.5,18.5,72,99,0.727,79,131,0.603,2,19,0.105,1.0,0.9,66.0,So,6-7,7,1.4226,106.604,3.4,2026,127300,"Miami, FL",57.8,0.87180003,63.0,95.0,16.0,36.0,0.6632,0.4444,13.0,13.0,1.0,,111.605,112.373,2.17034,113.326,-2.20185,-1.55307,-0.648772,-2.18806,28.4846,-1.38825,-0.799807,1.5,4.1538,5.6538,1.3077,0.3846,0.2308,9.6154,Wing F,1.64115,2026
Logan Epes,Missouri St.,CUSA,18,13.4,105.5,8.2,47.1,48.08,3.2,7.9,5.1,10.2,4,8,0.5,5,8,0.625,2,9,0.222,0.8,3.4,47.1,Sr,6-3,6,-0.117647,87.9133,3.1,2026,127302,"Dallas, TX",,0.85718571,4.0,6.0,1.0,2.0,0.6667,0.5,0.0,0.0,,,110.242,111.274,0.622321,23.3998,-1.54465,-1.98844,0.443786,-1.94916,9.5905,-3.46238,1.51322,0.3333,0.7619,1.0952,0.2857,0.4286,0.0952,1.2381,Wing G,3.77106,2026
Tyler Weaver,Utah Valley,WAC,13,6.5,71.5,11.7,32.1,33.44,3.7,13.7,2.2,21.4,1,2,0.5,0,5,0.0,3,9,0.333,1.6,1.7,14.3,Fr,6-7,11,-0.530162,63.0926,4.7,2026,127304,"Aliso Viejo, CA",,0.875,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,101.985,104.971,0.532363,11.265,-6.70876,-5.52901,-1.17975,-8.42349,6.2937,-6.89296,-1.53053,0.3125,1.125,1.4375,0.4375,0.3125,0.1875,1.5625,Wing G,7.53357,2026
Tyler Medaris,Utah Valley,WAC,10,3.8,116.1,22.2,55.6,54.55,18.9,23.5,17.5,13.0,5,10,0.5,5,8,0.625,0,1,0.0,5.4,0.0,111.1,Fr,6-7,12,0.380878,119.976,6.1,2026,127306,"Middleton, ID",,1.99956665,4.0,6.0,1.0,2.0,0.6667,0.5,0.0,0.0,,,99.6188,101.761,0.446559,7.29713,2.13418,1.58013,0.554043,1.06725,4.9308,-0.0151152,1.08237,0.6154,1.1538,1.7692,0.4615,0.1538,0.1538,1.7692,PF/C,1.43182,2026
Dominick Nelson,Iowa St.,B12,18,14.2,92.4,25.2,47.2,50.77,2.8,11.3,6.0,19.1,26,46,0.565,25,48,0.521,0,5,0.0,2.2,2.8,86.8,Sr,6-5,11,0.327158,102.247,2.8,2026,127308,"Miami, FL",,0.42851631,20.0,31.0,5.0,17.0,0.6452,0.2941,3.0,3.0,1.0,,97.5476,94.264,1.30994,31.7092,-2.99085,-4.52849,1.53764,-1.94698,9.4389,-3.02652,1.07954,0.2222,0.8889,1.1111,0.3333,0.4444,0.1667,4.2222,Wing G,1.7121,2026
Kylin Green,Houston Christian,Slnd,29,77.0,95.8,24.1,39.3,46.48,4.1,11.2,29.2,20.7,91,124,0.734,69,179,0.385,20,73,0.274,0.1,1.7,49.2,Sr,6-0,3,0.737071,99.1577,2.2,2026,127309,"Dallas, TX",,1.83115254,50.0,110.0,19.0,69.0,0.4545,0.2754,0.0,0.0,,,114.803,117.394,1.80168,125.174,-5.20954,-2.29925,-2.91029,-4.57936,30.9645,-2.18674,-2.39262,1.0,2.9355,3.9355,4.5484,0.871,0.0323,10.2258,Scoring PG,5.04336,2026
Antoine Lorick III,Tennessee St.,OVC,27,53.7,107.1,22.2,53.9,55.79,8.5,17.3,9.2,17.8,49,79,0.62,91,158,0.576,8,33,0.242,7.3,2.8,41.4,Jr,6-9,11,1.09577,106.951,5.5,2026,127310,"Augusta, GA",,0.6382843,85.0,138.0,6.0,20.0,0.6159,0.3,22.0,25.0,0.88,,100.866,107.285,2.01173,127.219,1.29118,-1.11235,2.40352,-0.630672,20.73,-1.15457,0.523894,1.6333,3.1667,4.8,1.0,1.0667,1.3333,9.0667,PF/C,3.1886,2026
Damoni Harrison,Charlotte,Amer,25,41.2,125.8,20.2,63.6,64.9,2.9,9.3,8.5,12.7,27,37,0.73,24,40,0.6,54,125,0.432,0.5,0.6,22.4,Sr,6-5,10,2.26859,126.574,2.2,2026,127312,"Atlanta, GA",,0.91306805,13.0,19.0,11.0,21.0,0.6842,0.5238,5.0,5.0,1.0,,117.68,117.798,1.08818,59.9383,0.0933778,3.86445,-3.77107,3.33604,20.0577,5.85785,-2.52181,0.5,1.5769,2.0769,0.8077,0.2308,0.0769,9.5,Wing G,15.9779,2026
Isaac Asuma,Minnesota,B10,30,84.9,102.4,20.8,49.0,51.54,3.0,11.7,23.2,18.0,43,57,0.754,62,114,0.544,55,181,0.304,2.1,2.3,19.3,So,6-3,1,1.73877,107.021,3.0,2026,127313,"Iron Junction, MN",62.8,1.88526054,44.0,75.0,18.0,39.0,0.5867,0.4615,0.0,0.0,,,107.409,100.826,3.93765,168.404,3.27038,1.21086,2.05952,2.20483,34.3667,0.283868,1.92096,0.8,3.2,4.0,3.8333,1.2667,0.5667,11.0667,Combo G,11.1004,2026
Ty Robinson,Central Arkansas,ASun,29,68.4,120.7,23.3,56.1,58.92,7.2,17.0,15.2,10.4,63,81,0.778,79,135,0.585,64,177,0.362,1.1,3.7,26.0,So,6-4,12,2.65535,120.228,3.4,2026,127314,"Hot Springs, AR",,1.78382897,65.0,101.0,14.0,34.0,0.6436,0.4118,0.0,0.0,,,104.774,104.897,2.78749,168.219,5.47534,4.18898,1.28636,5.26173,27.3129,4.08111,1.18062,1.7419,3.9032,5.6452,2.129,1.8387,0.2258,14.2581,Wing G,12.6641,2026
Ethan Kitch,Stanford,ACC,3,0.2,139.5,28.8,75.0,75.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,0.0,0.0,0.0,So,6-2,13,0.184138,155.937,0.0,2026,127316,"Palo Alto, CA",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,118.255,116.372,0.0517208,0.208661,4.36566,13.3971,-9.03148,23.2936,0.8333,25.598,-2.30437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Combo G,48.8958,2026
Parker Robison,Chattanooga,SC,24,20.1,98.7,9.2,38.5,41.95,3.9,11.0,9.7,14.4,5,8,0.625,10,14,0.714,0,12,0.0,0.5,2.4,30.8,So,6-0,55,-0.400774,79.9552,6.4,2026,127317,"Chattanooga, TN",,3.50045005,10.0,12.0,0.0,2.0,0.8333,0.0,0.0,0.0,,,114.313,116.831,0.567681,37.778,-4.8033,-4.14075,-0.662554,-7.1707,10.7111,-7.01076,-0.159941,0.3333,1.1852,1.5185,0.7778,0.4444,0.1111,1.2963,Wing G,3.17795,2026
Justin Redmond,Northwestern St.,Slnd,21,30.2,91.4,23.4,41.7,45.52,2.8,8.0,15.5,14.8,20,24,0.833,23,63,0.365,20,64,0.313,0.3,2.3,18.9,So,6-2,13,0.172472,95.2473,3.5,2026,127321,"Snellville, GA",,1.38105152,10.0,28.0,13.0,35.0,0.3571,0.3714,0.0,0.0,,,113.655,115.525,1.08102,51.666,-5.2766,-2.50822,-2.76838,-4.99218,17.0957,-2.64448,-2.3477,0.3478,1.2174,1.5652,1.2609,0.6087,0.0435,6.913,Combo G,11.0757,2026
Mason Hagedorn,VMI,SC,6,3.8,90.5,13.9,40.9,40.91,4.9,5.5,4.7,10.0,0,0,0.0,0,5,0.0,3,6,0.5,3.0,0.0,0.0,So,6-9,3,-0.278712,80.9722,3.7,2026,127323,"Charlotte, NC",,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,,130.008,129.284,0.122838,4.40592,-11.3327,-6.09279,-5.23994,-7.50651,9.1857,-3.55969,-3.94682,0.5714,1.1429,1.7143,0.1429,0.2857,0.8571,2.0,Wing F,8.35215,2026
Juke Harris,Wake Forest,ACC,30,85.0,117.8,27.4,53.8,59.05,4.2,18.3,10.4,10.7,164,210,0.781,123,215,0.572,77,228,0.338,0.9,2.2,47.4,So,6-7,2,4.93649,134.084,2.4,2026,127324,"Salisbury, NC",83.6,0.98078814,76.0,127.0,47.0,88.0,0.5984,0.5341,10.0,12.0,0.8333,,109.052,102.591,3.73764,188.1,4.26774,4.83417,-0.566432,6.43169,34.2967,6.13392,0.297775,1.2333,5.2333,6.4667,1.7,1.3333,0.2333,21.3667,Wing F,12.7804,2026
Connor Horan,Iona,MAAC,6,0.7,25.4,15.0,0.0,0.0,12.3,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,2,0.0,0.0,0.0,0.0,So,6-8,31,-0.375041,22.5287,4.3,2026,127329,"Fairfax, VA",,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,115.518,125.1,0.0492605,0.864486,-18.0752,-10.8263,-7.24896,-22.3425,1.55,-14.1109,-8.2316,0.1667,0.0,0.1667,0.0,0.0,0.0,0.0,C,13.22,2026
Yaphet Moundi,San Jose St.,MWC,12,28.3,112.8,25.3,50.0,58.24,9.8,24.3,11.9,16.1,57,75,0.76,47,90,0.522,0,4,0.0,2.2,2.6,79.8,Sr,6-8,32,2.93678,123.336,3.8,2026,127331,"Paris, France",,0.81817649,43.0,73.0,4.0,17.0,0.589,0.2353,5.0,5.0,1.0,,113.407,110.655,2.23048,64.5606,1.39521,0.839341,0.555873,3.17704,26.7769,2.42838,0.748668,2.3077,5.3077,7.6154,1.3846,1.0769,0.5385,12.4615,PF/C,0.740105,2026
Kernan Bundy,UMKC,Sum,6,7.0,74.5,19.9,27.5,37.08,3.9,5.9,15.8,24.9,7,9,0.778,1,7,0.143,3,13,0.231,0.0,4.2,45.0,Sr,6-3,11,-0.825055,74.2685,4.0,2026,127332,"Overland Park, KS",,1.0,1.0,7.0,0.0,0.0,0.1429,,1.0,1.0,1.0,,116.406,114.937,0.886129,14.4011,-7.88221,-5.89911,-1.98309,-7.46791,13.2167,-6.51766,-0.950244,0.5,0.6667,1.1667,1.1667,1.0,0.0,3.0,Scoring PG,9.24607,2026
Jeremiah Wilkinson,Georgia,SEC,28,58.7,117.0,28.3,51.1,56.13,1.8,7.0,12.9,10.8,115,147,0.782,84,172,0.488,68,192,0.354,1.3,3.4,40.4,So,6-1,5,3.46519,131.991,2.5,2026,127334,"Powder Springs, GA",49.4,1.27495457,71.0,130.0,13.0,42.0,0.5462,0.3095,14.0,17.0,0.8235,,107.314,101.492,2.85765,127.949,4.18202,5.02392,-0.841902,6.22863,25.5821,5.0622,1.16643,0.4286,1.7143,2.1429,1.8214,1.6071,0.3214,17.3929,Combo G,14.6193,2026
Ivan Njegovan,Ohio St.,B10,26,26.0,121.1,14.9,60.0,61.94,12.1,21.6,9.6,19.2,19,29,0.655,27,47,0.574,2,3,0.667,4.1,0.4,58.0,So,7-1,7,1.09823,118.424,6.1,2026,127337,"Otocac, Croatia",,1.20003469,18.0,28.0,9.0,19.0,0.6429,0.4737,5.0,5.0,1.0,,105.702,99.0255,1.4788,59.0795,5.07184,1.76815,3.30369,3.31126,12.1538,0.643055,2.6682,1.1154,2.2692,3.3846,0.6923,0.0769,0.4231,3.0385,PF/C,0.570491,2026
Nick Anderson,Rice,Amer,28,74.4,124.3,22.0,55.8,60.03,3.7,12.7,8.1,9.9,91,113,0.805,63,125,0.504,76,192,0.396,1.2,2.4,35.6,Sr,6-3,23,3.73751,128.437,3.0,2026,127339,"Houston, TX",,1.06243552,40.0,71.0,23.0,54.0,0.5634,0.4259,9.0,12.0,0.75,,113.162,113.064,2.18957,138.386,3.08685,4.57732,-1.49047,5.39813,29.32,5.56556,-0.167426,1.0667,3.2667,4.3333,1.1333,1.2,0.3333,15.3667,Wing G,13.4861,2026
Troy Jenkins,Fresno St.,MWC,2,0.5,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,So,6-4,1,-1.00364,-2.57199,6.6,2026,127340,"Newport Beach, CA",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,115.908,120.493,0.145689,0.625592,-8.7314,-6.8608,-1.87061,-18.9794,3.05,-15.5883,-3.39112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scoring PG,9.93003,2026
Addison Arnold,Arizona,B12,17,3.2,72.7,16.5,18.2,25.1,6.3,15.5,11.1,17.8,2,2,1.0,2,9,0.222,0,2,0.0,2.7,0.0,18.2,So,6-3,22,-0.160582,71.5555,8.4,2026,127341,"Simi Valley, CA",,1.50085026,2.0,5.0,0.0,4.0,0.4,0.0,0.0,0.0,,,98.4785,94.6247,0.307418,6.668,-3.20859,-5.61594,2.40735,-8.98019,2.2353,-9.16374,0.183548,0.1176,0.3529,0.4706,0.1765,0.0,0.0588,0.3529,Wing G,2.88988,2026
JJ Rembert,McNeese St.,Slnd,5,1.7,73.0,20.0,0.0,20.2,0.0,0.0,44.6,29.6,2,2,1.0,0,3,0.0,0,1,0.0,0.0,3.0,50.0,Fr,5-10,9,-0.29704,71.0698,4.0,2026,127342,"Jamaica, NY",,6.00035028,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,107.809,115.271,0.266182,2.61248,-21.8317,-11.779,-10.0528,-10.1004,5.5429,-6.72698,-3.37337,0.0,0.0,0.0,1.7143,0.2857,0.0,0.5714,Pure PG,3.03862,2026
Tyler Betsey,Syracuse,ACC,29,41.5,116.0,17.1,54.5,55.69,5.5,11.9,4.0,8.1,21,33,0.636,18,42,0.429,44,112,0.393,1.0,1.2,21.4,So,6-8,5,1.52325,117.866,4.4,2026,127343,"Windsor, CT",90.6,0.91662638,5.0,17.0,13.0,25.0,0.2941,0.52,0.0,0.0,,,110.097,105.407,1.71618,76.0268,1.75546,3.32321,-1.56775,2.37101,17.4379,2.43458,-0.0635674,0.8276,1.8276,2.6552,0.3793,0.3448,0.1724,6.5172,Stretch 4,12.89,2026
